2025-08-15 08:54:49 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'resnet50', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 40, 'num_workers': 4, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv/unet/20250815_085449_unet_resnet50_dice_cldice0.5', 'log_interval': 1, 'patience': 10, 'mixed_precision': True, 'experiment_name': 'unet_resnet50_dice_cldice0.5', 'timestamp': '20250815_085449'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'tversky', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-15 08:54:49 INFO Experiment name: unet_resnet50_dice_cldice0.5
2025-08-15 08:54:49 INFO ===== Fold 1 / 5 =====
2025-08-15 08:54:49 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'resnet50', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-15 08:56:34 INFO Epoch 001 | Train Loss: 0.5645 | Val Loss: 0.4805 | Dice: 0.2030 | clDice: 0.2114 | IoU: 0.1135 | Tversky: 0.2030 | Hausdorff: 503.4751 | HD95: 128.8072 | LR: 0.001000
2025-08-15 09:40:33 INFO Epoch 026 | Train Loss: 0.3686 | Val Loss: 0.3469 | Dice: 0.4802 | clDice: 0.5304 | IoU: 0.3164 | Tversky: 0.4802 | Hausdorff: 233.3040 | HD95: 36.6399 | LR: 0.000500
2025-08-15 09:42:18 INFO Epoch 027 | Train Loss: 0.3652 | Val Loss: 0.3438 | Dice: 0.4812 | clDice: 0.5295 | IoU: 0.3172 | Tversky: 0.4812 | Hausdorff: 233.2955 | HD95: 31.9458 | LR: 0.000500
2025-08-15 09:44:02 INFO Epoch 028 | Train Loss: 0.3630 | Val Loss: 0.3396 | Dice: 0.4841 | clDice: 0.5330 | IoU: 0.3199 | Tversky: 0.4841 | Hausdorff: 236.3360 | HD95: 38.5651 | LR: 0.000500
2025-08-15 09:45:45 INFO Epoch 029 | Train Loss: 0.3645 | Val Loss: 0.3415 | Dice: 0.4815 | clDice: 0.5272 | IoU: 0.3174 | Tversky: 0.4815 | Hausdorff: 226.6014 | HD95: 33.8786 | LR: 0.000500
2025-08-15 09:47:31 INFO Epoch 030 | Train Loss: 0.3627 | Val Loss: 0.3405 | Dice: 0.4812 | clDice: 0.5268 | IoU: 0.3172 | Tversky: 0.4812 | Hausdorff: 232.0585 | HD95: 38.2180 | LR: 0.000500
2025-08-15 09:49:18 INFO Epoch 031 | Train Loss: 0.3632 | Val Loss: 0.3416 | Dice: 0.4827 | clDice: 0.5284 | IoU: 0.3184 | Tversky: 0.4827 | Hausdorff: 241.4478 | HD95: 35.3944 | LR: 0.000500
2025-08-15 09:51:02 INFO Epoch 032 | Train Loss: 0.3606 | Val Loss: 0.3479 | Dice: 0.4687 | clDice: 0.5124 | IoU: 0.3065 | Tversky: 0.4687 | Hausdorff: 235.6795 | HD95: 41.3683 | LR: 0.000500
2025-08-15 09:52:50 INFO Epoch 033 | Train Loss: 0.3624 | Val Loss: 0.3414 | Dice: 0.4810 | clDice: 0.5272 | IoU: 0.3171 | Tversky: 0.4810 | Hausdorff: 241.8982 | HD95: 36.6189 | LR: 0.000500
2025-08-15 09:54:34 INFO Epoch 034 | Train Loss: 0.3604 | Val Loss: 0.3433 | Dice: 0.4744 | clDice: 0.5165 | IoU: 0.3114 | Tversky: 0.4744 | Hausdorff: 418.2303 | HD95: 37.9268 | LR: 0.000250
2025-08-15 09:56:20 INFO Epoch 035 | Train Loss: 0.3583 | Val Loss: 0.3414 | Dice: 0.4822 | clDice: 0.5283 | IoU: 0.3181 | Tversky: 0.4822 | Hausdorff: 342.5525 | HD95: 33.5378 | LR: 0.000250
2025-08-15 09:58:06 INFO Epoch 036 | Train Loss: 0.3567 | Val Loss: 0.3397 | Dice: 0.4851 | clDice: 0.5326 | IoU: 0.3206 | Tversky: 0.4851 | Hausdorff: 382.9675 | HD95: 33.5076 | LR: 0.000250
2025-08-15 09:59:50 INFO Epoch 037 | Train Loss: 0.3565 | Val Loss: 0.3420 | Dice: 0.4779 | clDice: 0.5222 | IoU: 0.3144 | Tversky: 0.4779 | Hausdorff: 233.5680 | HD95: 33.9537 | LR: 0.000250
2025-08-15 10:01:36 INFO Early stopping at epoch 38 | Best Dice: 0.4851 at epoch 28
2025-08-15 10:01:59 INFO Fold 1 results: Dice: 0.4841 | clDice: 0.5330 | IoU: 0.3199 | Tversky: 0.4841 | Hausdorff: 236.3360 | HD95: 38.5651
2025-08-15 10:01:59 INFO ===== Fold 2 / 5 =====
2025-08-15 10:01:59 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'resnet50', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-15 10:03:45 INFO Epoch 001 | Train Loss: 0.5288 | Val Loss: 0.4322 | Dice: 0.4034 | clDice: 0.4523 | IoU: 0.2529 | Tversky: 0.4034 | Hausdorff: 336.9709 | HD95: 73.1142 | LR: 0.001000
2025-08-15 10:05:36 INFO Epoch 002 | Train Loss: 0.4220 | Val Loss: 0.3860 | Dice: 0.4435 | clDice: 0.4852 | IoU: 0.2853 | Tversky: 0.4435 | Hausdorff: 310.2266 | HD95: 49.7678 | LR: 0.001000
2025-08-15 10:07:22 INFO Epoch 003 | Train Loss: 0.4030 | Val Loss: 0.3848 | Dice: 0.4415 | clDice: 0.4787 | IoU: 0.2837 | Tversky: 0.4415 | Hausdorff: 338.9760 | HD95: 53.8226 | LR: 0.001000
2025-08-15 10:09:09 INFO Epoch 004 | Train Loss: 0.3902 | Val Loss: 0.3707 | Dice: 0.4558 | clDice: 0.4951 | IoU: 0.2957 | Tversky: 0.4558 | Hausdorff: 298.8587 | HD95: 45.9350 | LR: 0.001000
2025-08-15 10:10:51 INFO Epoch 005 | Train Loss: 0.3909 | Val Loss: 0.3766 | Dice: 0.4340 | clDice: 0.4711 | IoU: 0.2779 | Tversky: 0.4340 | Hausdorff: 347.3859 | HD95: 58.6442 | LR: 0.001000
2025-08-15 10:12:36 INFO Epoch 006 | Train Loss: 0.3856 | Val Loss: 0.3649 | Dice: 0.4519 | clDice: 0.4924 | IoU: 0.2929 | Tversky: 0.4519 | Hausdorff: 302.8760 | HD95: 52.4880 | LR: 0.001000
2025-08-15 10:14:23 INFO Epoch 007 | Train Loss: 0.3852 | Val Loss: 0.3588 | Dice: 0.4679 | clDice: 0.5144 | IoU: 0.3061 | Tversky: 0.4679 | Hausdorff: 333.5838 | HD95: 48.1064 | LR: 0.001000
2025-08-15 10:16:09 INFO Epoch 008 | Train Loss: 0.3808 | Val Loss: 0.3600 | Dice: 0.4675 | clDice: 0.5191 | IoU: 0.3057 | Tversky: 0.4675 | Hausdorff: 250.1616 | HD95: 49.4709 | LR: 0.001000
2025-08-15 10:17:57 INFO Epoch 009 | Train Loss: 0.3781 | Val Loss: 0.3577 | Dice: 0.4724 | clDice: 0.5197 | IoU: 0.3098 | Tversky: 0.4724 | Hausdorff: 320.8611 | HD95: 43.9503 | LR: 0.001000
2025-08-15 10:19:45 INFO Epoch 010 | Train Loss: 0.3833 | Val Loss: 0.3601 | Dice: 0.4638 | clDice: 0.5068 | IoU: 0.3026 | Tversky: 0.4638 | Hausdorff: 296.7660 | HD95: 43.5869 | LR: 0.001000
2025-08-15 10:21:30 INFO Epoch 011 | Train Loss: 0.3780 | Val Loss: 0.3558 | Dice: 0.4717 | clDice: 0.5159 | IoU: 0.3092 | Tversky: 0.4717 | Hausdorff: 314.2082 | HD95: 42.6398 | LR: 0.001000
2025-08-15 10:23:18 INFO Epoch 012 | Train Loss: 0.3761 | Val Loss: 0.3553 | Dice: 0.4814 | clDice: 0.5315 | IoU: 0.3173 | Tversky: 0.4814 | Hausdorff: 265.4561 | HD95: 36.0915 | LR: 0.001000
2025-08-15 10:25:06 INFO Epoch 013 | Train Loss: 0.3765 | Val Loss: 0.3616 | Dice: 0.4624 | clDice: 0.5066 | IoU: 0.3016 | Tversky: 0.4624 | Hausdorff: 285.3380 | HD95: 52.6285 | LR: 0.001000
2025-08-15 10:26:53 INFO Epoch 014 | Train Loss: 0.3737 | Val Loss: 0.3552 | Dice: 0.4751 | clDice: 0.5221 | IoU: 0.3120 | Tversky: 0.4751 | Hausdorff: 294.7736 | HD95: 37.6433 | LR: 0.001000
2025-08-15 10:28:40 INFO Epoch 015 | Train Loss: 0.3739 | Val Loss: 0.3591 | Dice: 0.4696 | clDice: 0.5132 | IoU: 0.3076 | Tversky: 0.4696 | Hausdorff: 278.5157 | HD95: 45.7772 | LR: 0.001000
2025-08-15 10:30:25 INFO Epoch 016 | Train Loss: 0.3752 | Val Loss: 0.3567 | Dice: 0.4720 | clDice: 0.5180 | IoU: 0.3094 | Tversky: 0.4720 | Hausdorff: 329.5567 | HD95: 39.1816 | LR: 0.001000
2025-08-15 10:32:11 INFO Epoch 017 | Train Loss: 0.3690 | Val Loss: 0.3535 | Dice: 0.4676 | clDice: 0.5107 | IoU: 0.3058 | Tversky: 0.4676 | Hausdorff: 309.8703 | HD95: 49.2143 | LR: 0.001000
2025-08-15 10:33:56 INFO Epoch 018 | Train Loss: 0.3727 | Val Loss: 0.3514 | Dice: 0.4799 | clDice: 0.5270 | IoU: 0.3163 | Tversky: 0.4799 | Hausdorff: 279.3496 | HD95: 37.4670 | LR: 0.001000
2025-08-15 10:35:40 INFO Epoch 019 | Train Loss: 0.3707 | Val Loss: 0.3560 | Dice: 0.4643 | clDice: 0.5066 | IoU: 0.3031 | Tversky: 0.4643 | Hausdorff: 312.5426 | HD95: 45.8036 | LR: 0.001000
2025-08-15 10:37:26 INFO Epoch 020 | Train Loss: 0.3718 | Val Loss: 0.3546 | Dice: 0.4719 | clDice: 0.5189 | IoU: 0.3094 | Tversky: 0.4719 | Hausdorff: 287.9107 | HD95: 42.1195 | LR: 0.001000
2025-08-15 10:39:11 INFO Epoch 021 | Train Loss: 0.3692 | Val Loss: 0.3517 | Dice: 0.4806 | clDice: 0.5304 | IoU: 0.3169 | Tversky: 0.4806 | Hausdorff: 283.1586 | HD95: 39.4656 | LR: 0.001000
2025-08-15 10:40:56 INFO Epoch 022 | Train Loss: 0.3705 | Val Loss: 0.3495 | Dice: 0.4792 | clDice: 0.5257 | IoU: 0.3157 | Tversky: 0.4792 | Hausdorff: 265.8699 | HD95: 40.6009 | LR: 0.001000
2025-08-15 10:42:42 INFO Epoch 023 | Train Loss: 0.3711 | Val Loss: 0.3501 | Dice: 0.4804 | clDice: 0.5224 | IoU: 0.3167 | Tversky: 0.4804 | Hausdorff: 335.7810 | HD95: 34.2847 | LR: 0.001000
2025-08-15 10:44:27 INFO Epoch 024 | Train Loss: 0.3696 | Val Loss: 0.3541 | Dice: 0.4717 | clDice: 0.5125 | IoU: 0.3093 | Tversky: 0.4717 | Hausdorff: 313.4480 | HD95: 40.1324 | LR: 0.001000
2025-08-15 10:46:17 INFO Epoch 025 | Train Loss: 0.3690 | Val Loss: 0.3500 | Dice: 0.4806 | clDice: 0.5282 | IoU: 0.3168 | Tversky: 0.4806 | Hausdorff: 282.3088 | HD95: 35.7543 | LR: 0.001000
2025-08-15 10:48:01 INFO Epoch 026 | Train Loss: 0.3685 | Val Loss: 0.3528 | Dice: 0.4735 | clDice: 0.5185 | IoU: 0.3107 | Tversky: 0.4735 | Hausdorff: 535.6648 | HD95: 37.5618 | LR: 0.001000
2025-08-15 10:49:48 INFO Epoch 027 | Train Loss: 0.3659 | Val Loss: 0.3538 | Dice: 0.4771 | clDice: 0.5211 | IoU: 0.3138 | Tversky: 0.4771 | Hausdorff: 263.3918 | HD95: 37.4743 | LR: 0.001000
2025-08-15 10:51:32 INFO Epoch 028 | Train Loss: 0.3721 | Val Loss: 0.3497 | Dice: 0.4803 | clDice: 0.5247 | IoU: 0.3165 | Tversky: 0.4803 | Hausdorff: 279.4903 | HD95: 32.3989 | LR: 0.000500
2025-08-15 10:53:17 INFO Epoch 029 | Train Loss: 0.3617 | Val Loss: 0.3482 | Dice: 0.4798 | clDice: 0.5250 | IoU: 0.3161 | Tversky: 0.4798 | Hausdorff: 247.7731 | HD95: 36.0486 | LR: 0.000500
2025-08-15 10:55:02 INFO Epoch 030 | Train Loss: 0.3646 | Val Loss: 0.3486 | Dice: 0.4772 | clDice: 0.5196 | IoU: 0.3139 | Tversky: 0.4772 | Hausdorff: 304.0486 | HD95: 41.3414 | LR: 0.000500
2025-08-15 10:56:46 INFO Epoch 031 | Train Loss: 0.3614 | Val Loss: 0.3526 | Dice: 0.4711 | clDice: 0.5114 | IoU: 0.3086 | Tversky: 0.4711 | Hausdorff: 284.7124 | HD95: 35.6603 | LR: 0.000500
2025-08-15 10:58:32 INFO Epoch 032 | Train Loss: 0.3593 | Val Loss: 0.3498 | Dice: 0.4769 | clDice: 0.5203 | IoU: 0.3136 | Tversky: 0.4769 | Hausdorff: 289.4426 | HD95: 37.6274 | LR: 0.000500
2025-08-15 11:00:16 INFO Epoch 033 | Train Loss: 0.3597 | Val Loss: 0.3473 | Dice: 0.4798 | clDice: 0.5229 | IoU: 0.3162 | Tversky: 0.4798 | Hausdorff: 400.8682 | HD95: 40.3489 | LR: 0.000500
2025-08-15 11:02:00 INFO Epoch 034 | Train Loss: 0.3609 | Val Loss: 0.3492 | Dice: 0.4807 | clDice: 0.5277 | IoU: 0.3168 | Tversky: 0.4807 | Hausdorff: 319.5302 | HD95: 36.1669 | LR: 0.000500
2025-08-15 11:03:47 INFO Epoch 035 | Train Loss: 0.3577 | Val Loss: 0.3483 | Dice: 0.4807 | clDice: 0.5248 | IoU: 0.3168 | Tversky: 0.4807 | Hausdorff: 286.2088 | HD95: 34.7970 | LR: 0.000500
2025-08-15 11:05:32 INFO Epoch 036 | Train Loss: 0.3585 | Val Loss: 0.3495 | Dice: 0.4793 | clDice: 0.5231 | IoU: 0.3156 | Tversky: 0.4793 | Hausdorff: 384.6912 | HD95: 36.9469 | LR: 0.000500
2025-08-15 11:07:17 INFO Epoch 037 | Train Loss: 0.3565 | Val Loss: 0.3491 | Dice: 0.4735 | clDice: 0.5138 | IoU: 0.3108 | Tversky: 0.4735 | Hausdorff: 385.0103 | HD95: 42.5900 | LR: 0.000500
2025-08-15 11:09:00 INFO Epoch 038 | Train Loss: 0.3588 | Val Loss: 0.3562 | Dice: 0.4651 | clDice: 0.5044 | IoU: 0.3037 | Tversky: 0.4651 | Hausdorff: 622.3325 | HD95: 51.4780 | LR: 0.000500
2025-08-15 11:10:43 INFO Epoch 039 | Train Loss: 0.3574 | Val Loss: 0.3531 | Dice: 0.4700 | clDice: 0.5116 | IoU: 0.3077 | Tversky: 0.4700 | Hausdorff: 611.7956 | HD95: 45.1591 | LR: 0.000250
2025-08-15 11:12:29 INFO Epoch 040 | Train Loss: 0.3555 | Val Loss: 0.3500 | Dice: 0.4749 | clDice: 0.5179 | IoU: 0.3119 | Tversky: 0.4749 | Hausdorff: 314.5367 | HD95: 39.9140 | LR: 0.000250
2025-08-15 11:14:13 INFO Epoch 041 | Train Loss: 0.3533 | Val Loss: 0.3501 | Dice: 0.4781 | clDice: 0.5191 | IoU: 0.3147 | Tversky: 0.4781 | Hausdorff: 347.8282 | HD95: 34.6044 | LR: 0.000250
2025-08-15 11:15:59 INFO Epoch 042 | Train Loss: 0.3508 | Val Loss: 0.3498 | Dice: 0.4782 | clDice: 0.5216 | IoU: 0.3146 | Tversky: 0.4782 | Hausdorff: 378.6881 | HD95: 31.4519 | LR: 0.000250
2025-08-15 11:17:49 INFO Early stopping at epoch 43 | Best Dice: 0.4814 at epoch 33
2025-08-15 11:18:13 INFO Fold 2 results: Dice: 0.4798 | clDice: 0.5229 | IoU: 0.3162 | Tversky: 0.4798 | Hausdorff: 400.8682 | HD95: 40.3489
2025-08-15 11:18:13 INFO ===== Fold 3 / 5 =====
2025-08-15 11:18:13 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'resnet50', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-15 11:20:03 INFO Epoch 001 | Train Loss: 0.5875 | Val Loss: 3.4851 | Dice: 0.1147 | clDice: 0.1055 | IoU: 0.0616 | Tversky: 0.1147 | Hausdorff: 859.5987 | HD95: 479.9150 | LR: 0.001000
2025-08-15 11:21:50 INFO Epoch 002 | Train Loss: 0.4525 | Val Loss: 0.4206 | Dice: 0.4167 | clDice: 0.4580 | IoU: 0.2642 | Tversky: 0.4167 | Hausdorff: 409.8387 | HD95: 63.6649 | LR: 0.001000
2025-08-15 11:23:38 INFO Epoch 003 | Train Loss: 0.4148 | Val Loss: 0.4153 | Dice: 0.4070 | clDice: 0.4461 | IoU: 0.2571 | Tversky: 0.4070 | Hausdorff: 332.1168 | HD95: 75.0387 | LR: 0.001000
2025-08-15 11:25:23 INFO Epoch 004 | Train Loss: 0.3982 | Val Loss: 0.3814 | Dice: 0.4395 | clDice: 0.4869 | IoU: 0.2830 | Tversky: 0.4395 | Hausdorff: 242.4890 | HD95: 58.5473 | LR: 0.001000
2025-08-15 11:27:13 INFO Epoch 005 | Train Loss: 0.3920 | Val Loss: 0.3768 | Dice: 0.4401 | clDice: 0.4791 | IoU: 0.2834 | Tversky: 0.4401 | Hausdorff: 272.4596 | HD95: 53.1824 | LR: 0.001000
2025-08-15 11:28:56 INFO Epoch 006 | Train Loss: 0.3876 | Val Loss: 0.3784 | Dice: 0.4251 | clDice: 0.4622 | IoU: 0.2719 | Tversky: 0.4251 | Hausdorff: 300.8387 | HD95: 63.0104 | LR: 0.001000
2025-08-15 11:30:44 INFO Epoch 007 | Train Loss: 0.3824 | Val Loss: 0.3725 | Dice: 0.4496 | clDice: 0.4964 | IoU: 0.2912 | Tversky: 0.4496 | Hausdorff: 242.1266 | HD95: 52.1659 | LR: 0.001000
2025-08-15 11:32:31 INFO Epoch 008 | Train Loss: 0.3824 | Val Loss: 0.3595 | Dice: 0.4753 | clDice: 0.5221 | IoU: 0.3127 | Tversky: 0.4753 | Hausdorff: 234.5988 | HD95: 40.8158 | LR: 0.001000
2025-08-15 11:34:16 INFO Epoch 009 | Train Loss: 0.3801 | Val Loss: 0.3685 | Dice: 0.4469 | clDice: 0.4872 | IoU: 0.2891 | Tversky: 0.4469 | Hausdorff: 265.1950 | HD95: 53.5950 | LR: 0.001000
2025-08-15 11:36:03 INFO Epoch 010 | Train Loss: 0.3775 | Val Loss: 0.3554 | Dice: 0.4767 | clDice: 0.5252 | IoU: 0.3141 | Tversky: 0.4767 | Hausdorff: 260.3257 | HD95: 43.5284 | LR: 0.001000
2025-08-15 11:37:48 INFO Epoch 011 | Train Loss: 0.3763 | Val Loss: 0.3657 | Dice: 0.4587 | clDice: 0.5038 | IoU: 0.2993 | Tversky: 0.4587 | Hausdorff: 257.1726 | HD95: 44.5282 | LR: 0.001000
