2025-08-16 21:06:55 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'timm-efficientnet-b0', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 8, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250816_210655_unet_timm-efficientnet-b0_bce0.5_dice0.5', 'log_interval': 1, 'patience': 100, 'mixed_precision': True, 'experiment_name': 'unet_timm-efficientnet-b0_bce0.5_dice0.5', 'timestamp': '20250816_210655'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.5, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-16 21:06:55 INFO Experiment name: unet_timm-efficientnet-b0_bce0.5_dice0.5
2025-08-16 21:06:55 INFO ===== Fold 1 / 5 =====
2025-08-16 21:06:55 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'timm-efficientnet-b0', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-16 21:08:31 INFO Epoch 001 | Train Loss: 0.4912 | Val Loss: 0.5769 | Dice: 0.4377 | softDice: 0.3526 | clDice: 0.5018 | softclDice: 0.6647 | IoU: 0.2803 | Tversky: 0.4377 | Hausdorff: 224.2424 | HD95: 51.0159 | LR: 0.001000
2025-08-16 21:25:03 INFO Epoch 012 | Train Loss: 0.3629 | Val Loss: 0.5611 | Dice: 0.4700 | softDice: 0.4200 | clDice: 0.5150 | softclDice: 0.5216 | IoU: 0.3075 | Tversky: 0.4700 | Hausdorff: 214.6212 | HD95: 31.8179 | LR: 0.000500
2025-08-16 21:26:32 INFO Epoch 013 | Train Loss: 0.3601 | Val Loss: 0.5599 | Dice: 0.4589 | softDice: 0.4146 | clDice: 0.4954 | softclDice: 0.5379 | IoU: 0.2981 | Tversky: 0.4589 | Hausdorff: 233.1996 | HD95: 39.5837 | LR: 0.000500
2025-08-16 21:28:01 INFO Epoch 014 | Train Loss: 0.3619 | Val Loss: 0.5602 | Dice: 0.4754 | softDice: 0.4250 | clDice: 0.5235 | softclDice: 0.5119 | IoU: 0.3122 | Tversky: 0.4754 | Hausdorff: 246.0296 | HD95: 38.9517 | LR: 0.000500
2025-08-16 21:29:31 INFO Epoch 015 | Train Loss: 0.3587 | Val Loss: 0.5618 | Dice: 0.4678 | softDice: 0.4217 | clDice: 0.5097 | softclDice: 0.5237 | IoU: 0.3057 | Tversky: 0.4678 | Hausdorff: 235.6214 | HD95: 36.5749 | LR: 0.000250
2025-08-16 21:31:01 INFO Epoch 016 | Train Loss: 0.3559 | Val Loss: 0.5615 | Dice: 0.4658 | softDice: 0.4190 | clDice: 0.5051 | softclDice: 0.5266 | IoU: 0.3041 | Tversky: 0.4658 | Hausdorff: 219.9915 | HD95: 33.9293 | LR: 0.000250
2025-08-16 21:32:30 INFO Epoch 017 | Train Loss: 0.3528 | Val Loss: 0.5622 | Dice: 0.4623 | softDice: 0.4203 | clDice: 0.5004 | softclDice: 0.5295 | IoU: 0.3011 | Tversky: 0.4623 | Hausdorff: 219.5509 | HD95: 35.5521 | LR: 0.000250
2025-08-16 21:33:58 INFO Epoch 018 | Train Loss: 0.3535 | Val Loss: 0.5632 | Dice: 0.4674 | softDice: 0.4236 | clDice: 0.5081 | softclDice: 0.5232 | IoU: 0.3053 | Tversky: 0.4674 | Hausdorff: 214.2070 | HD95: 33.0461 | LR: 0.000250
2025-08-16 21:35:28 INFO Epoch 019 | Train Loss: 0.3491 | Val Loss: 0.5645 | Dice: 0.4654 | softDice: 0.4241 | clDice: 0.5072 | softclDice: 0.5230 | IoU: 0.3037 | Tversky: 0.4654 | Hausdorff: 232.8764 | HD95: 34.9849 | LR: 0.000250
2025-08-16 21:36:57 INFO Epoch 020 | Train Loss: 0.3455 | Val Loss: 0.5653 | Dice: 0.4635 | softDice: 0.4236 | clDice: 0.5025 | softclDice: 0.5267 | IoU: 0.3022 | Tversky: 0.4635 | Hausdorff: 231.0506 | HD95: 34.8297 | LR: 0.000250
2025-08-16 21:38:25 INFO Epoch 021 | Train Loss: 0.3440 | Val Loss: 0.5625 | Dice: 0.4656 | softDice: 0.4222 | clDice: 0.5050 | softclDice: 0.5262 | IoU: 0.3037 | Tversky: 0.4656 | Hausdorff: 233.4456 | HD95: 35.9914 | LR: 0.000125
2025-08-16 21:39:52 INFO Epoch 022 | Train Loss: 0.3448 | Val Loss: 0.5657 | Dice: 0.4566 | softDice: 0.4172 | clDice: 0.4932 | softclDice: 0.5342 | IoU: 0.2963 | Tversky: 0.4566 | Hausdorff: 222.7860 | HD95: 35.3809 | LR: 0.000125
2025-08-16 21:41:19 INFO Epoch 023 | Train Loss: 0.3392 | Val Loss: 0.5655 | Dice: 0.4596 | softDice: 0.4191 | clDice: 0.4956 | softclDice: 0.5325 | IoU: 0.2987 | Tversky: 0.4596 | Hausdorff: 235.4920 | HD95: 36.3129 | LR: 0.000125
2025-08-16 21:42:48 INFO Epoch 024 | Train Loss: 0.3379 | Val Loss: 0.5654 | Dice: 0.4594 | softDice: 0.4194 | clDice: 0.4974 | softclDice: 0.5312 | IoU: 0.2985 | Tversky: 0.4594 | Hausdorff: 231.1245 | HD95: 35.6446 | LR: 0.000125
2025-08-16 21:44:16 INFO Epoch 025 | Train Loss: 0.3386 | Val Loss: 0.5661 | Dice: 0.4556 | softDice: 0.4168 | clDice: 0.4910 | softclDice: 0.5348 | IoU: 0.2953 | Tversky: 0.4556 | Hausdorff: 235.1808 | HD95: 35.6699 | LR: 0.000125
2025-08-16 21:45:45 INFO Epoch 026 | Train Loss: 0.3376 | Val Loss: 0.5672 | Dice: 0.4616 | softDice: 0.4246 | clDice: 0.4986 | softclDice: 0.5268 | IoU: 0.3004 | Tversky: 0.4616 | Hausdorff: 232.5713 | HD95: 35.4709 | LR: 0.000125
2025-08-16 21:47:15 INFO Epoch 027 | Train Loss: 0.3356 | Val Loss: 0.5666 | Dice: 0.4541 | softDice: 0.4175 | clDice: 0.4869 | softclDice: 0.5376 | IoU: 0.2940 | Tversky: 0.4541 | Hausdorff: 224.6642 | HD95: 35.6146 | LR: 0.000063
2025-08-16 21:48:46 INFO Epoch 028 | Train Loss: 0.3346 | Val Loss: 0.5680 | Dice: 0.4538 | softDice: 0.4183 | clDice: 0.4883 | softclDice: 0.5368 | IoU: 0.2939 | Tversky: 0.4538 | Hausdorff: 230.6408 | HD95: 35.7722 | LR: 0.000063
2025-08-16 21:50:14 INFO Epoch 029 | Train Loss: 0.3338 | Val Loss: 0.5680 | Dice: 0.4572 | softDice: 0.4214 | clDice: 0.4921 | softclDice: 0.5319 | IoU: 0.2967 | Tversky: 0.4572 | Hausdorff: 220.9524 | HD95: 35.6784 | LR: 0.000063
2025-08-16 21:51:43 INFO Epoch 030 | Train Loss: 0.3321 | Val Loss: 0.5675 | Dice: 0.4578 | softDice: 0.4203 | clDice: 0.4930 | softclDice: 0.5328 | IoU: 0.2972 | Tversky: 0.4578 | Hausdorff: 230.9408 | HD95: 34.1207 | LR: 0.000063
2025-08-16 21:53:10 INFO Epoch 031 | Train Loss: 0.3334 | Val Loss: 0.5685 | Dice: 0.4551 | softDice: 0.4184 | clDice: 0.4883 | softclDice: 0.5367 | IoU: 0.2949 | Tversky: 0.4551 | Hausdorff: 220.8873 | HD95: 33.2694 | LR: 0.000063
2025-08-16 21:54:39 INFO Epoch 032 | Train Loss: 0.3307 | Val Loss: 0.5677 | Dice: 0.4559 | softDice: 0.4198 | clDice: 0.4903 | softclDice: 0.5343 | IoU: 0.2956 | Tversky: 0.4559 | Hausdorff: 221.8691 | HD95: 34.7198 | LR: 0.000063
2025-08-16 21:56:07 INFO Epoch 033 | Train Loss: 0.3291 | Val Loss: 0.5685 | Dice: 0.4556 | softDice: 0.4198 | clDice: 0.4893 | softclDice: 0.5351 | IoU: 0.2953 | Tversky: 0.4556 | Hausdorff: 221.6925 | HD95: 34.3434 | LR: 0.000031
2025-08-16 21:57:36 INFO Epoch 034 | Train Loss: 0.3293 | Val Loss: 0.5688 | Dice: 0.4541 | softDice: 0.4194 | clDice: 0.4867 | softclDice: 0.5373 | IoU: 0.2941 | Tversky: 0.4541 | Hausdorff: 221.1701 | HD95: 34.3049 | LR: 0.000031
2025-08-16 21:59:06 INFO Epoch 035 | Train Loss: 0.3283 | Val Loss: 0.5686 | Dice: 0.4573 | softDice: 0.4226 | clDice: 0.4927 | softclDice: 0.5320 | IoU: 0.2968 | Tversky: 0.4573 | Hausdorff: 220.7504 | HD95: 34.5681 | LR: 0.000031
2025-08-16 22:00:34 INFO Epoch 036 | Train Loss: 0.3266 | Val Loss: 0.5689 | Dice: 0.4540 | softDice: 0.4191 | clDice: 0.4873 | softclDice: 0.5374 | IoU: 0.2940 | Tversky: 0.4540 | Hausdorff: 225.6137 | HD95: 34.5537 | LR: 0.000031
2025-08-16 22:02:04 INFO Epoch 037 | Train Loss: 0.3269 | Val Loss: 0.5688 | Dice: 0.4555 | softDice: 0.4200 | clDice: 0.4897 | softclDice: 0.5355 | IoU: 0.2952 | Tversky: 0.4555 | Hausdorff: 224.5344 | HD95: 34.3322 | LR: 0.000031
2025-08-16 22:03:31 INFO Epoch 038 | Train Loss: 0.3276 | Val Loss: 0.5691 | Dice: 0.4553 | softDice: 0.4198 | clDice: 0.4890 | softclDice: 0.5357 | IoU: 0.2951 | Tversky: 0.4553 | Hausdorff: 229.6734 | HD95: 34.2103 | LR: 0.000031
2025-08-16 22:05:00 INFO Epoch 039 | Train Loss: 0.3272 | Val Loss: 0.5687 | Dice: 0.4547 | softDice: 0.4194 | clDice: 0.4875 | softclDice: 0.5364 | IoU: 0.2946 | Tversky: 0.4547 | Hausdorff: 225.4812 | HD95: 34.5878 | LR: 0.000016
2025-08-16 22:06:29 INFO Epoch 040 | Train Loss: 0.3265 | Val Loss: 0.5694 | Dice: 0.4544 | softDice: 0.4202 | clDice: 0.4883 | softclDice: 0.5353 | IoU: 0.2943 | Tversky: 0.4544 | Hausdorff: 221.4245 | HD95: 34.8338 | LR: 0.000016
2025-08-16 22:07:56 INFO Epoch 041 | Train Loss: 0.3250 | Val Loss: 0.5696 | Dice: 0.4551 | softDice: 0.4204 | clDice: 0.4898 | softclDice: 0.5346 | IoU: 0.2949 | Tversky: 0.4551 | Hausdorff: 221.8991 | HD95: 34.5379 | LR: 0.000016
2025-08-16 22:09:25 INFO Epoch 042 | Train Loss: 0.3259 | Val Loss: 0.5694 | Dice: 0.4545 | softDice: 0.4193 | clDice: 0.4892 | softclDice: 0.5361 | IoU: 0.2944 | Tversky: 0.4545 | Hausdorff: 222.1412 | HD95: 34.3515 | LR: 0.000016
2025-08-16 22:10:53 INFO Epoch 043 | Train Loss: 0.3287 | Val Loss: 0.5697 | Dice: 0.4556 | softDice: 0.4201 | clDice: 0.4896 | softclDice: 0.5349 | IoU: 0.2953 | Tversky: 0.4556 | Hausdorff: 230.7586 | HD95: 33.7269 | LR: 0.000016
2025-08-16 22:12:20 INFO Epoch 044 | Train Loss: 0.3254 | Val Loss: 0.5692 | Dice: 0.4532 | softDice: 0.4200 | clDice: 0.4864 | softclDice: 0.5364 | IoU: 0.2933 | Tversky: 0.4532 | Hausdorff: 220.8127 | HD95: 34.7134 | LR: 0.000016
2025-08-16 22:13:52 INFO Epoch 045 | Train Loss: 0.3268 | Val Loss: 0.5694 | Dice: 0.4530 | softDice: 0.4189 | clDice: 0.4862 | softclDice: 0.5368 | IoU: 0.2931 | Tversky: 0.4530 | Hausdorff: 221.4602 | HD95: 34.9258 | LR: 0.000008
2025-08-16 22:15:20 INFO Epoch 046 | Train Loss: 0.3243 | Val Loss: 0.5696 | Dice: 0.4535 | softDice: 0.4198 | clDice: 0.4876 | softclDice: 0.5352 | IoU: 0.2935 | Tversky: 0.4535 | Hausdorff: 220.8137 | HD95: 34.6988 | LR: 0.000008
2025-08-16 22:16:48 INFO Epoch 047 | Train Loss: 0.3242 | Val Loss: 0.5700 | Dice: 0.4534 | softDice: 0.4192 | clDice: 0.4871 | softclDice: 0.5371 | IoU: 0.2935 | Tversky: 0.4534 | Hausdorff: 221.7438 | HD95: 34.2250 | LR: 0.000008
2025-08-16 22:18:16 INFO Epoch 048 | Train Loss: 0.3237 | Val Loss: 0.5699 | Dice: 0.4515 | softDice: 0.4178 | clDice: 0.4840 | softclDice: 0.5389 | IoU: 0.2919 | Tversky: 0.4515 | Hausdorff: 221.5329 | HD95: 34.1136 | LR: 0.000008
2025-08-16 22:19:42 INFO Epoch 049 | Train Loss: 0.3247 | Val Loss: 0.5696 | Dice: 0.4529 | softDice: 0.4196 | clDice: 0.4851 | softclDice: 0.5369 | IoU: 0.2930 | Tversky: 0.4529 | Hausdorff: 221.1735 | HD95: 34.5158 | LR: 0.000008
2025-08-16 22:21:14 INFO Epoch 050 | Train Loss: 0.3250 | Val Loss: 0.5699 | Dice: 0.4546 | softDice: 0.4202 | clDice: 0.4885 | softclDice: 0.5351 | IoU: 0.2945 | Tversky: 0.4546 | Hausdorff: 225.4075 | HD95: 33.9025 | LR: 0.000008
2025-08-16 22:21:14 INFO Training completed.
2025-08-16 22:21:37 INFO Fold 1 results: Dice: 0.4589 | softDice: 0.4146 | clDice: 0.4954 | softclDice: 0.5379 | IoU: 0.2981 | Tversky: 0.4589 | Hausdorff: 233.1996 | HD95: 39.5837
2025-08-16 22:21:37 INFO ===== Fold 2 / 5 =====
2025-08-16 22:21:37 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'timm-efficientnet-b0', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-16 22:23:09 INFO Epoch 001 | Train Loss: 0.5946 | Val Loss: 0.6027 | Dice: 0.4356 | softDice: 0.2804 | clDice: 0.4899 | softclDice: 0.7568 | IoU: 0.2788 | Tversky: 0.4356 | Hausdorff: 297.5104 | HD95: 56.4694 | LR: 0.001000
2025-08-16 22:24:41 INFO Epoch 002 | Train Loss: 0.4215 | Val Loss: 0.5675 | Dice: 0.4442 | softDice: 0.3634 | clDice: 0.4799 | softclDice: 0.5986 | IoU: 0.2860 | Tversky: 0.4442 | Hausdorff: 263.6801 | HD95: 42.9996 | LR: 0.001000
2025-08-16 22:26:12 INFO Epoch 003 | Train Loss: 0.3927 | Val Loss: 0.5678 | Dice: 0.4695 | softDice: 0.3997 | clDice: 0.5130 | softclDice: 0.5518 | IoU: 0.3071 | Tversky: 0.4695 | Hausdorff: 298.2284 | HD95: 35.3879 | LR: 0.001000
2025-08-16 22:27:46 INFO Epoch 004 | Train Loss: 0.3859 | Val Loss: 0.5691 | Dice: 0.4767 | softDice: 0.4175 | clDice: 0.5249 | softclDice: 0.5311 | IoU: 0.3134 | Tversky: 0.4767 | Hausdorff: 280.1906 | HD95: 32.7025 | LR: 0.001000
2025-08-16 22:29:15 INFO Epoch 005 | Train Loss: 0.3807 | Val Loss: 0.5680 | Dice: 0.4730 | softDice: 0.4192 | clDice: 0.5145 | softclDice: 0.5272 | IoU: 0.3101 | Tversky: 0.4730 | Hausdorff: 293.1993 | HD95: 34.3316 | LR: 0.001000
2025-08-16 22:30:44 INFO Epoch 006 | Train Loss: 0.3781 | Val Loss: 0.5646 | Dice: 0.4696 | softDice: 0.4130 | clDice: 0.5092 | softclDice: 0.5348 | IoU: 0.3074 | Tversky: 0.4696 | Hausdorff: 286.6869 | HD95: 35.2297 | LR: 0.001000
2025-08-16 22:32:18 INFO Epoch 007 | Train Loss: 0.3742 | Val Loss: 0.5690 | Dice: 0.4791 | softDice: 0.4292 | clDice: 0.5214 | softclDice: 0.5150 | IoU: 0.3155 | Tversky: 0.4791 | Hausdorff: 276.3714 | HD95: 30.5400 | LR: 0.001000
2025-08-16 22:33:49 INFO Epoch 008 | Train Loss: 0.3715 | Val Loss: 0.5706 | Dice: 0.4812 | softDice: 0.4297 | clDice: 0.5322 | softclDice: 0.5047 | IoU: 0.3172 | Tversky: 0.4812 | Hausdorff: 281.5495 | HD95: 34.2316 | LR: 0.001000
2025-08-16 22:35:20 INFO Epoch 009 | Train Loss: 0.3715 | Val Loss: 0.5708 | Dice: 0.4765 | softDice: 0.4301 | clDice: 0.5218 | softclDice: 0.5121 | IoU: 0.3131 | Tversky: 0.4765 | Hausdorff: 276.7907 | HD95: 30.2856 | LR: 0.001000
2025-08-16 22:36:52 INFO Epoch 010 | Train Loss: 0.3694 | Val Loss: 0.5692 | Dice: 0.4805 | softDice: 0.4317 | clDice: 0.5260 | softclDice: 0.5094 | IoU: 0.3166 | Tversky: 0.4805 | Hausdorff: 288.8969 | HD95: 34.5656 | LR: 0.001000
2025-08-16 22:38:21 INFO Epoch 011 | Train Loss: 0.3658 | Val Loss: 0.5740 | Dice: 0.4721 | softDice: 0.4313 | clDice: 0.5154 | softclDice: 0.5162 | IoU: 0.3092 | Tversky: 0.4721 | Hausdorff: 278.3214 | HD95: 32.3247 | LR: 0.001000
2025-08-16 22:39:53 INFO Epoch 012 | Train Loss: 0.3662 | Val Loss: 0.5677 | Dice: 0.4813 | softDice: 0.4282 | clDice: 0.5256 | softclDice: 0.5148 | IoU: 0.3173 | Tversky: 0.4813 | Hausdorff: 288.9169 | HD95: 29.6563 | LR: 0.000500
2025-08-16 22:41:23 INFO Epoch 013 | Train Loss: 0.3610 | Val Loss: 0.5687 | Dice: 0.4668 | softDice: 0.4211 | clDice: 0.5038 | softclDice: 0.5297 | IoU: 0.3048 | Tversky: 0.4668 | Hausdorff: 281.0855 | HD95: 32.1574 | LR: 0.000500
2025-08-16 22:42:54 INFO Epoch 014 | Train Loss: 0.3575 | Val Loss: 0.5689 | Dice: 0.4759 | softDice: 0.4299 | clDice: 0.5185 | softclDice: 0.5160 | IoU: 0.3126 | Tversky: 0.4759 | Hausdorff: 303.1453 | HD95: 32.0848 | LR: 0.000500
2025-08-16 22:44:26 INFO Epoch 015 | Train Loss: 0.3549 | Val Loss: 0.5706 | Dice: 0.4704 | softDice: 0.4269 | clDice: 0.5100 | softclDice: 0.5206 | IoU: 0.3079 | Tversky: 0.4704 | Hausdorff: 279.0999 | HD95: 31.9529 | LR: 0.000500
2025-08-16 22:45:54 INFO Epoch 016 | Train Loss: 0.3565 | Val Loss: 0.5730 | Dice: 0.4737 | softDice: 0.4343 | clDice: 0.5136 | softclDice: 0.5145 | IoU: 0.3108 | Tversky: 0.4737 | Hausdorff: 296.7631 | HD95: 31.5135 | LR: 0.000500
2025-08-16 22:47:26 INFO Epoch 017 | Train Loss: 0.3536 | Val Loss: 0.5720 | Dice: 0.4671 | softDice: 0.4263 | clDice: 0.5050 | softclDice: 0.5233 | IoU: 0.3052 | Tversky: 0.4671 | Hausdorff: 331.1228 | HD95: 30.4390 | LR: 0.000500
2025-08-16 22:48:58 INFO Epoch 018 | Train Loss: 0.3470 | Val Loss: 0.5731 | Dice: 0.4628 | softDice: 0.4244 | clDice: 0.5007 | softclDice: 0.5277 | IoU: 0.3015 | Tversky: 0.4628 | Hausdorff: 277.4045 | HD95: 31.3786 | LR: 0.000250
2025-08-16 22:50:27 INFO Epoch 019 | Train Loss: 0.3473 | Val Loss: 0.5738 | Dice: 0.4689 | softDice: 0.4310 | clDice: 0.5081 | softclDice: 0.5196 | IoU: 0.3067 | Tversky: 0.4689 | Hausdorff: 274.3893 | HD95: 31.0549 | LR: 0.000250
2025-08-16 22:51:59 INFO Epoch 020 | Train Loss: 0.3412 | Val Loss: 0.5731 | Dice: 0.4669 | softDice: 0.4268 | clDice: 0.5072 | softclDice: 0.5219 | IoU: 0.3050 | Tversky: 0.4669 | Hausdorff: 328.7234 | HD95: 30.3921 | LR: 0.000250
2025-08-16 22:53:28 INFO Epoch 021 | Train Loss: 0.3426 | Val Loss: 0.5744 | Dice: 0.4711 | softDice: 0.4331 | clDice: 0.5104 | softclDice: 0.5185 | IoU: 0.3085 | Tversky: 0.4711 | Hausdorff: 328.9400 | HD95: 30.1657 | LR: 0.000250
2025-08-16 22:54:58 INFO Epoch 022 | Train Loss: 0.3376 | Val Loss: 0.5735 | Dice: 0.4642 | softDice: 0.4261 | clDice: 0.5032 | softclDice: 0.5251 | IoU: 0.3027 | Tversky: 0.4642 | Hausdorff: 274.5190 | HD95: 29.8970 | LR: 0.000250
2025-08-16 22:56:29 INFO Epoch 023 | Train Loss: 0.3380 | Val Loss: 0.5755 | Dice: 0.4611 | softDice: 0.4255 | clDice: 0.4983 | softclDice: 0.5289 | IoU: 0.3001 | Tversky: 0.4611 | Hausdorff: 305.6404 | HD95: 29.6375 | LR: 0.000250
2025-08-16 22:57:56 INFO Epoch 024 | Train Loss: 0.3347 | Val Loss: 0.5761 | Dice: 0.4591 | softDice: 0.4258 | clDice: 0.4928 | softclDice: 0.5303 | IoU: 0.2983 | Tversky: 0.4591 | Hausdorff: 302.2354 | HD95: 31.8552 | LR: 0.000125
2025-08-16 22:59:26 INFO Epoch 025 | Train Loss: 0.3335 | Val Loss: 0.5765 | Dice: 0.4619 | softDice: 0.4281 | clDice: 0.4963 | softclDice: 0.5279 | IoU: 0.3008 | Tversky: 0.4619 | Hausdorff: 276.3260 | HD95: 32.8751 | LR: 0.000125
2025-08-16 23:00:54 INFO Epoch 026 | Train Loss: 0.3288 | Val Loss: 0.5776 | Dice: 0.4657 | softDice: 0.4312 | clDice: 0.5014 | softclDice: 0.5236 | IoU: 0.3040 | Tversky: 0.4657 | Hausdorff: 275.5655 | HD95: 30.1559 | LR: 0.000125
2025-08-16 23:02:22 INFO Epoch 027 | Train Loss: 0.3272 | Val Loss: 0.5779 | Dice: 0.4639 | softDice: 0.4308 | clDice: 0.4985 | softclDice: 0.5264 | IoU: 0.3025 | Tversky: 0.4639 | Hausdorff: 272.5384 | HD95: 30.0577 | LR: 0.000125
2025-08-16 23:03:52 INFO Epoch 028 | Train Loss: 0.3248 | Val Loss: 0.5765 | Dice: 0.4602 | softDice: 0.4252 | clDice: 0.4961 | softclDice: 0.5299 | IoU: 0.2993 | Tversky: 0.4602 | Hausdorff: 275.1333 | HD95: 30.9536 | LR: 0.000125
