2025-08-16 16:30:34 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'resnet34', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 8, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250816_163034_unet_resnet18_bce0.5_dice0.5', 'log_interval': 1, 'patience': 100, 'mixed_precision': True, 'experiment_name': 'unet_resnet18_bce0.5_dice0.5', 'timestamp': '20250816_163034'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.5, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-16 16:30:34 INFO Experiment name: unet_resnet18_bce0.5_dice0.5
2025-08-16 16:30:34 INFO ===== Fold 1 / 5 =====
2025-08-16 16:30:34 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'resnet34', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-16 16:33:34 INFO Epoch 001 | Train Loss: 0.6115 | Val Loss: 0.6170 | Dice: 0.3456 | softDice: 0.1866 | clDice: 0.3803 | softclDice: 0.8459 | IoU: 0.2092 | Tversky: 0.3456 | Hausdorff: 669.3612 | HD95: 128.5810 | LR: 0.001000
2025-08-16 17:04:28 INFO Epoch 012 | Train Loss: 0.3734 | Val Loss: 0.5617 | Dice: 0.4713 | softDice: 0.4179 | clDice: 0.5178 | softclDice: 0.5222 | IoU: 0.3086 | Tversky: 0.4713 | Hausdorff: 245.9738 | HD95: 40.0987 | LR: 0.000500
2025-08-16 17:07:12 INFO Epoch 013 | Train Loss: 0.3726 | Val Loss: 0.5595 | Dice: 0.4676 | softDice: 0.4194 | clDice: 0.5102 | softclDice: 0.5242 | IoU: 0.3057 | Tversky: 0.4676 | Hausdorff: 255.2727 | HD95: 45.1690 | LR: 0.000500
2025-08-16 17:10:01 INFO Epoch 014 | Train Loss: 0.3673 | Val Loss: 0.5592 | Dice: 0.4728 | softDice: 0.4248 | clDice: 0.5162 | softclDice: 0.5176 | IoU: 0.3101 | Tversky: 0.4728 | Hausdorff: 241.9552 | HD95: 40.1107 | LR: 0.000500
2025-08-16 17:12:49 INFO Epoch 015 | Train Loss: 0.3694 | Val Loss: 0.5587 | Dice: 0.4811 | softDice: 0.4293 | clDice: 0.5296 | softclDice: 0.5088 | IoU: 0.3172 | Tversky: 0.4811 | Hausdorff: 233.1517 | HD95: 41.2811 | LR: 0.000500
2025-08-16 17:15:33 INFO Epoch 016 | Train Loss: 0.3677 | Val Loss: 0.5576 | Dice: 0.4723 | softDice: 0.4224 | clDice: 0.5160 | softclDice: 0.5184 | IoU: 0.3096 | Tversky: 0.4723 | Hausdorff: 239.6198 | HD95: 46.5054 | LR: 0.000500
2025-08-16 17:18:21 INFO Epoch 017 | Train Loss: 0.3656 | Val Loss: 0.5602 | Dice: 0.4711 | softDice: 0.4254 | clDice: 0.5142 | softclDice: 0.5184 | IoU: 0.3086 | Tversky: 0.4711 | Hausdorff: 421.4460 | HD95: 39.9507 | LR: 0.000500
2025-08-16 17:21:06 INFO Epoch 018 | Train Loss: 0.3666 | Val Loss: 0.5587 | Dice: 0.4742 | softDice: 0.4219 | clDice: 0.5183 | softclDice: 0.5174 | IoU: 0.3112 | Tversky: 0.4742 | Hausdorff: 240.6284 | HD95: 37.6200 | LR: 0.000500
2025-08-16 17:23:51 INFO Epoch 019 | Train Loss: 0.3662 | Val Loss: 0.5609 | Dice: 0.4623 | softDice: 0.4143 | clDice: 0.5039 | softclDice: 0.5336 | IoU: 0.3011 | Tversky: 0.4623 | Hausdorff: 395.2508 | HD95: 34.9454 | LR: 0.000500
2025-08-16 17:26:37 INFO Epoch 020 | Train Loss: 0.3635 | Val Loss: 0.5606 | Dice: 0.4793 | softDice: 0.4322 | clDice: 0.5260 | softclDice: 0.5095 | IoU: 0.3156 | Tversky: 0.4793 | Hausdorff: 239.4653 | HD95: 35.9345 | LR: 0.000500
2025-08-16 17:29:20 INFO Epoch 021 | Train Loss: 0.3642 | Val Loss: 0.5590 | Dice: 0.4654 | softDice: 0.4169 | clDice: 0.5069 | softclDice: 0.5287 | IoU: 0.3037 | Tversky: 0.4654 | Hausdorff: 238.7272 | HD95: 42.7998 | LR: 0.000500
2025-08-16 17:32:06 INFO Epoch 022 | Train Loss: 0.3631 | Val Loss: 0.5613 | Dice: 0.4625 | softDice: 0.4184 | clDice: 0.5042 | softclDice: 0.5274 | IoU: 0.3013 | Tversky: 0.4625 | Hausdorff: 240.6294 | HD95: 45.3383 | LR: 0.000250
2025-08-16 17:34:48 INFO Epoch 023 | Train Loss: 0.3636 | Val Loss: 0.5606 | Dice: 0.4803 | softDice: 0.4299 | clDice: 0.5300 | softclDice: 0.5079 | IoU: 0.3165 | Tversky: 0.4803 | Hausdorff: 235.0460 | HD95: 33.5272 | LR: 0.000250
2025-08-16 17:37:32 INFO Epoch 024 | Train Loss: 0.3590 | Val Loss: 0.5614 | Dice: 0.4781 | softDice: 0.4312 | clDice: 0.5274 | softclDice: 0.5059 | IoU: 0.3146 | Tversky: 0.4781 | Hausdorff: 239.1599 | HD95: 36.6470 | LR: 0.000250
2025-08-16 17:40:19 INFO Epoch 025 | Train Loss: 0.3599 | Val Loss: 0.5605 | Dice: 0.4806 | softDice: 0.4340 | clDice: 0.5282 | softclDice: 0.5061 | IoU: 0.3168 | Tversky: 0.4806 | Hausdorff: 234.7606 | HD95: 33.8573 | LR: 0.000250
2025-08-16 17:43:03 INFO Epoch 026 | Train Loss: 0.3605 | Val Loss: 0.5609 | Dice: 0.4744 | softDice: 0.4303 | clDice: 0.5198 | softclDice: 0.5131 | IoU: 0.3114 | Tversky: 0.4744 | Hausdorff: 427.5428 | HD95: 35.8498 | LR: 0.000250
2025-08-16 17:45:49 INFO Epoch 027 | Train Loss: 0.3564 | Val Loss: 0.5623 | Dice: 0.4792 | softDice: 0.4372 | clDice: 0.5257 | softclDice: 0.5052 | IoU: 0.3156 | Tversky: 0.4792 | Hausdorff: 560.5538 | HD95: 37.0902 | LR: 0.000250
2025-08-16 17:48:33 INFO Epoch 028 | Train Loss: 0.3572 | Val Loss: 0.5605 | Dice: 0.4743 | softDice: 0.4312 | clDice: 0.5173 | softclDice: 0.5123 | IoU: 0.3113 | Tversky: 0.4743 | Hausdorff: 380.4331 | HD95: 36.9797 | LR: 0.000125
2025-08-16 17:51:19 INFO Epoch 029 | Train Loss: 0.3569 | Val Loss: 0.5611 | Dice: 0.4777 | softDice: 0.4313 | clDice: 0.5265 | softclDice: 0.5082 | IoU: 0.3143 | Tversky: 0.4777 | Hausdorff: 447.2138 | HD95: 34.7891 | LR: 0.000125
2025-08-16 17:54:06 INFO Epoch 030 | Train Loss: 0.3560 | Val Loss: 0.5623 | Dice: 0.4773 | softDice: 0.4327 | clDice: 0.5237 | softclDice: 0.5091 | IoU: 0.3139 | Tversky: 0.4773 | Hausdorff: 447.2388 | HD95: 34.6223 | LR: 0.000125
2025-08-16 17:56:50 INFO Epoch 031 | Train Loss: 0.3551 | Val Loss: 0.5613 | Dice: 0.4753 | softDice: 0.4291 | clDice: 0.5205 | softclDice: 0.5134 | IoU: 0.3122 | Tversky: 0.4753 | Hausdorff: 450.5983 | HD95: 35.0305 | LR: 0.000125
2025-08-16 17:59:34 INFO Epoch 032 | Train Loss: 0.3538 | Val Loss: 0.5626 | Dice: 0.4757 | softDice: 0.4316 | clDice: 0.5211 | softclDice: 0.5110 | IoU: 0.3125 | Tversky: 0.4757 | Hausdorff: 445.7393 | HD95: 34.6317 | LR: 0.000125
2025-08-16 18:02:15 INFO Epoch 033 | Train Loss: 0.3529 | Val Loss: 0.5615 | Dice: 0.4815 | softDice: 0.4335 | clDice: 0.5288 | softclDice: 0.5070 | IoU: 0.3174 | Tversky: 0.4815 | Hausdorff: 441.7866 | HD95: 34.5535 | LR: 0.000125
2025-08-16 18:05:00 INFO Epoch 034 | Train Loss: 0.3503 | Val Loss: 0.5621 | Dice: 0.4769 | softDice: 0.4350 | clDice: 0.5227 | softclDice: 0.5080 | IoU: 0.3135 | Tversky: 0.4769 | Hausdorff: 460.6371 | HD95: 35.3083 | LR: 0.000063
2025-08-16 18:07:46 INFO Epoch 035 | Train Loss: 0.3524 | Val Loss: 0.5611 | Dice: 0.4746 | softDice: 0.4309 | clDice: 0.5197 | softclDice: 0.5117 | IoU: 0.3116 | Tversky: 0.4746 | Hausdorff: 504.3832 | HD95: 36.9908 | LR: 0.000063
2025-08-16 18:10:31 INFO Epoch 036 | Train Loss: 0.3511 | Val Loss: 0.5623 | Dice: 0.4752 | softDice: 0.4317 | clDice: 0.5215 | softclDice: 0.5109 | IoU: 0.3121 | Tversky: 0.4752 | Hausdorff: 498.2590 | HD95: 35.7089 | LR: 0.000063
2025-08-16 18:13:17 INFO Epoch 037 | Train Loss: 0.3487 | Val Loss: 0.5621 | Dice: 0.4743 | softDice: 0.4318 | clDice: 0.5191 | softclDice: 0.5114 | IoU: 0.3112 | Tversky: 0.4743 | Hausdorff: 471.3685 | HD95: 36.6391 | LR: 0.000063
2025-08-16 18:16:01 INFO Epoch 038 | Train Loss: 0.3497 | Val Loss: 0.5618 | Dice: 0.4743 | softDice: 0.4304 | clDice: 0.5192 | softclDice: 0.5129 | IoU: 0.3112 | Tversky: 0.4743 | Hausdorff: 471.3287 | HD95: 35.8922 | LR: 0.000063
2025-08-16 18:18:45 INFO Epoch 039 | Train Loss: 0.3513 | Val Loss: 0.5616 | Dice: 0.4734 | softDice: 0.4296 | clDice: 0.5179 | softclDice: 0.5137 | IoU: 0.3105 | Tversky: 0.4734 | Hausdorff: 472.0967 | HD95: 36.0459 | LR: 0.000063
2025-08-16 18:21:29 INFO Epoch 040 | Train Loss: 0.3485 | Val Loss: 0.5628 | Dice: 0.4724 | softDice: 0.4304 | clDice: 0.5168 | softclDice: 0.5144 | IoU: 0.3096 | Tversky: 0.4724 | Hausdorff: 556.0431 | HD95: 36.5823 | LR: 0.000031
2025-08-16 18:24:14 INFO Epoch 041 | Train Loss: 0.3482 | Val Loss: 0.5618 | Dice: 0.4741 | softDice: 0.4312 | clDice: 0.5188 | softclDice: 0.5131 | IoU: 0.3111 | Tversky: 0.4741 | Hausdorff: 513.3779 | HD95: 36.2756 | LR: 0.000031
2025-08-16 18:26:59 INFO Epoch 042 | Train Loss: 0.3486 | Val Loss: 0.5620 | Dice: 0.4735 | softDice: 0.4316 | clDice: 0.5172 | softclDice: 0.5139 | IoU: 0.3106 | Tversky: 0.4735 | Hausdorff: 507.6622 | HD95: 37.6276 | LR: 0.000031
2025-08-16 18:29:40 INFO Epoch 043 | Train Loss: 0.3461 | Val Loss: 0.5620 | Dice: 0.4734 | softDice: 0.4313 | clDice: 0.5167 | softclDice: 0.5137 | IoU: 0.3104 | Tversky: 0.4734 | Hausdorff: 471.8614 | HD95: 35.6418 | LR: 0.000031
2025-08-16 18:32:23 INFO Epoch 044 | Train Loss: 0.3461 | Val Loss: 0.5622 | Dice: 0.4730 | softDice: 0.4312 | clDice: 0.5165 | softclDice: 0.5145 | IoU: 0.3101 | Tversky: 0.4730 | Hausdorff: 471.3807 | HD95: 37.0646 | LR: 0.000031
2025-08-16 18:35:08 INFO Epoch 045 | Train Loss: 0.3467 | Val Loss: 0.5627 | Dice: 0.4733 | softDice: 0.4300 | clDice: 0.5169 | softclDice: 0.5152 | IoU: 0.3104 | Tversky: 0.4733 | Hausdorff: 555.2639 | HD95: 36.3370 | LR: 0.000031
2025-08-16 18:37:51 INFO Epoch 046 | Train Loss: 0.3455 | Val Loss: 0.5627 | Dice: 0.4758 | softDice: 0.4331 | clDice: 0.5204 | softclDice: 0.5108 | IoU: 0.3125 | Tversky: 0.4758 | Hausdorff: 493.1983 | HD95: 35.5971 | LR: 0.000016
2025-08-16 18:40:38 INFO Epoch 047 | Train Loss: 0.3453 | Val Loss: 0.5622 | Dice: 0.4738 | softDice: 0.4319 | clDice: 0.5170 | softclDice: 0.5135 | IoU: 0.3108 | Tversky: 0.4738 | Hausdorff: 470.4499 | HD95: 36.3916 | LR: 0.000016
2025-08-16 18:43:25 INFO Epoch 048 | Train Loss: 0.3450 | Val Loss: 0.5625 | Dice: 0.4746 | softDice: 0.4329 | clDice: 0.5180 | softclDice: 0.5126 | IoU: 0.3115 | Tversky: 0.4746 | Hausdorff: 470.3355 | HD95: 36.1633 | LR: 0.000016
2025-08-16 18:46:13 INFO Epoch 049 | Train Loss: 0.3444 | Val Loss: 0.5626 | Dice: 0.4753 | softDice: 0.4323 | clDice: 0.5198 | softclDice: 0.5116 | IoU: 0.3121 | Tversky: 0.4753 | Hausdorff: 469.7051 | HD95: 35.5604 | LR: 0.000016
2025-08-16 18:48:57 INFO Epoch 050 | Train Loss: 0.3437 | Val Loss: 0.5625 | Dice: 0.4717 | softDice: 0.4306 | clDice: 0.5142 | softclDice: 0.5158 | IoU: 0.3090 | Tversky: 0.4717 | Hausdorff: 471.1873 | HD95: 37.0538 | LR: 0.000016
2025-08-16 18:48:57 INFO Training completed.
2025-08-16 18:49:39 INFO Fold 1 results: Dice: 0.4723 | softDice: 0.4224 | clDice: 0.5160 | softclDice: 0.5184 | IoU: 0.3096 | Tversky: 0.4723 | Hausdorff: 239.6198 | HD95: 46.5054
2025-08-16 18:49:39 INFO ===== Fold 2 / 5 =====
2025-08-16 18:49:39 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'resnet34', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-16 18:52:37 INFO Epoch 001 | Train Loss: 0.6040 | Val Loss: 0.6263 | Dice: 0.3553 | softDice: 0.2186 | clDice: 0.3896 | softclDice: 0.7690 | IoU: 0.2181 | Tversky: 0.3553 | Hausdorff: 675.6851 | HD95: 148.8466 | LR: 0.001000
2025-08-16 18:55:23 INFO Epoch 002 | Train Loss: 0.4382 | Val Loss: 0.5720 | Dice: 0.3722 | softDice: 0.3034 | clDice: 0.3993 | softclDice: 0.6720 | IoU: 0.2292 | Tversky: 0.3722 | Hausdorff: 400.8329 | HD95: 111.0488 | LR: 0.001000
2025-08-16 18:58:09 INFO Epoch 003 | Train Loss: 0.3998 | Val Loss: 0.5820 | Dice: 0.4107 | softDice: 0.3433 | clDice: 0.4386 | softclDice: 0.6334 | IoU: 0.2587 | Tversky: 0.4107 | Hausdorff: 327.7389 | HD95: 74.5961 | LR: 0.001000
2025-08-16 19:00:58 INFO Epoch 004 | Train Loss: 0.3898 | Val Loss: 0.5666 | Dice: 0.4556 | softDice: 0.3977 | clDice: 0.5010 | softclDice: 0.5487 | IoU: 0.2957 | Tversky: 0.4556 | Hausdorff: 314.8658 | HD95: 53.1274 | LR: 0.001000
2025-08-16 19:03:45 INFO Epoch 005 | Train Loss: 0.3853 | Val Loss: 0.5700 | Dice: 0.4489 | softDice: 0.3950 | clDice: 0.4921 | softclDice: 0.5557 | IoU: 0.2897 | Tversky: 0.4489 | Hausdorff: 301.1531 | HD95: 55.0370 | LR: 0.001000
2025-08-16 19:06:31 INFO Epoch 006 | Train Loss: 0.3797 | Val Loss: 0.5704 | Dice: 0.4503 | softDice: 0.3987 | clDice: 0.4905 | softclDice: 0.5524 | IoU: 0.2910 | Tversky: 0.4503 | Hausdorff: 285.9881 | HD95: 46.0983 | LR: 0.001000
2025-08-16 19:09:19 INFO Epoch 007 | Train Loss: 0.3776 | Val Loss: 0.5654 | Dice: 0.4571 | softDice: 0.4034 | clDice: 0.4975 | softclDice: 0.5431 | IoU: 0.2972 | Tversky: 0.4571 | Hausdorff: 319.7128 | HD95: 49.0930 | LR: 0.001000
2025-08-16 19:12:06 INFO Epoch 008 | Train Loss: 0.3778 | Val Loss: 0.5690 | Dice: 0.4681 | softDice: 0.4195 | clDice: 0.5138 | softclDice: 0.5227 | IoU: 0.3061 | Tversky: 0.4681 | Hausdorff: 299.4211 | HD95: 42.4192 | LR: 0.001000
2025-08-16 19:14:54 INFO Epoch 009 | Train Loss: 0.3743 | Val Loss: 0.5681 | Dice: 0.4540 | softDice: 0.3992 | clDice: 0.4946 | softclDice: 0.5467 | IoU: 0.2941 | Tversky: 0.4540 | Hausdorff: 305.1816 | HD95: 44.8800 | LR: 0.001000
2025-08-16 19:17:39 INFO Epoch 010 | Train Loss: 0.3715 | Val Loss: 0.5662 | Dice: 0.4680 | softDice: 0.4177 | clDice: 0.5116 | softclDice: 0.5255 | IoU: 0.3063 | Tversky: 0.4680 | Hausdorff: 319.9545 | HD95: 48.8780 | LR: 0.001000
2025-08-16 19:20:24 INFO Epoch 011 | Train Loss: 0.3754 | Val Loss: 0.5682 | Dice: 0.4595 | softDice: 0.4147 | clDice: 0.5009 | softclDice: 0.5330 | IoU: 0.2990 | Tversky: 0.4595 | Hausdorff: 338.2303 | HD95: 59.4498 | LR: 0.001000
2025-08-16 19:23:13 INFO Epoch 012 | Train Loss: 0.3732 | Val Loss: 0.5663 | Dice: 0.4648 | softDice: 0.4150 | clDice: 0.5058 | softclDice: 0.5327 | IoU: 0.3032 | Tversky: 0.4648 | Hausdorff: 289.1909 | HD95: 33.2083 | LR: 0.001000
2025-08-16 19:25:59 INFO Epoch 013 | Train Loss: 0.3734 | Val Loss: 0.5663 | Dice: 0.4650 | softDice: 0.4163 | clDice: 0.5077 | softclDice: 0.5261 | IoU: 0.3036 | Tversky: 0.4650 | Hausdorff: 297.7158 | HD95: 47.9342 | LR: 0.000500
2025-08-16 19:28:48 INFO Epoch 014 | Train Loss: 0.3671 | Val Loss: 0.5673 | Dice: 0.4765 | softDice: 0.4314 | clDice: 0.5200 | softclDice: 0.5118 | IoU: 0.3133 | Tversky: 0.4765 | Hausdorff: 263.9152 | HD95: 37.3094 | LR: 0.000500
2025-08-16 19:31:33 INFO Epoch 015 | Train Loss: 0.3645 | Val Loss: 0.5679 | Dice: 0.4835 | softDice: 0.4333 | clDice: 0.5286 | softclDice: 0.5046 | IoU: 0.3192 | Tversky: 0.4835 | Hausdorff: 312.5249 | HD95: 33.9739 | LR: 0.000500
2025-08-16 19:34:24 INFO Epoch 016 | Train Loss: 0.3622 | Val Loss: 0.5666 | Dice: 0.4788 | softDice: 0.4314 | clDice: 0.5224 | softclDice: 0.5108 | IoU: 0.3153 | Tversky: 0.4788 | Hausdorff: 283.5139 | HD95: 36.0175 | LR: 0.000500
2025-08-16 19:37:14 INFO Epoch 017 | Train Loss: 0.3630 | Val Loss: 0.5681 | Dice: 0.4793 | softDice: 0.4331 | clDice: 0.5263 | softclDice: 0.5063 | IoU: 0.3156 | Tversky: 0.4793 | Hausdorff: 267.1045 | HD95: 32.7510 | LR: 0.000500
2025-08-16 19:39:59 INFO Epoch 018 | Train Loss: 0.3596 | Val Loss: 0.5677 | Dice: 0.4801 | softDice: 0.4340 | clDice: 0.5266 | softclDice: 0.5073 | IoU: 0.3164 | Tversky: 0.4801 | Hausdorff: 288.9976 | HD95: 35.8645 | LR: 0.000500
2025-08-16 19:42:47 INFO Epoch 019 | Train Loss: 0.3601 | Val Loss: 0.5676 | Dice: 0.4683 | softDice: 0.4270 | clDice: 0.5086 | softclDice: 0.5200 | IoU: 0.3063 | Tversky: 0.4683 | Hausdorff: 281.0270 | HD95: 44.1863 | LR: 0.000250
2025-08-16 19:45:33 INFO Epoch 020 | Train Loss: 0.3574 | Val Loss: 0.5671 | Dice: 0.4869 | softDice: 0.4391 | clDice: 0.5348 | softclDice: 0.4994 | IoU: 0.3222 | Tversky: 0.4869 | Hausdorff: 285.7687 | HD95: 30.2651 | LR: 0.000250
2025-08-16 19:48:20 INFO Epoch 021 | Train Loss: 0.3574 | Val Loss: 0.5674 | Dice: 0.4878 | softDice: 0.4408 | clDice: 0.5366 | softclDice: 0.4971 | IoU: 0.3230 | Tversky: 0.4878 | Hausdorff: 267.4904 | HD95: 30.9492 | LR: 0.000250
2025-08-16 19:51:07 INFO Epoch 022 | Train Loss: 0.3555 | Val Loss: 0.5677 | Dice: 0.4830 | softDice: 0.4396 | clDice: 0.5289 | softclDice: 0.5025 | IoU: 0.3188 | Tversky: 0.4830 | Hausdorff: 264.0300 | HD95: 31.6318 | LR: 0.000250
2025-08-16 19:53:58 INFO Epoch 023 | Train Loss: 0.3570 | Val Loss: 0.5676 | Dice: 0.4778 | softDice: 0.4355 | clDice: 0.5202 | softclDice: 0.5095 | IoU: 0.3143 | Tversky: 0.4778 | Hausdorff: 288.6775 | HD95: 32.0875 | LR: 0.000250
2025-08-16 19:56:45 INFO Epoch 024 | Train Loss: 0.3549 | Val Loss: 0.5697 | Dice: 0.4797 | softDice: 0.4363 | clDice: 0.5257 | softclDice: 0.5058 | IoU: 0.3159 | Tversky: 0.4797 | Hausdorff: 292.4249 | HD95: 31.0321 | LR: 0.000250
2025-08-16 19:59:33 INFO Epoch 025 | Train Loss: 0.3560 | Val Loss: 0.5689 | Dice: 0.4816 | softDice: 0.4386 | clDice: 0.5260 | softclDice: 0.5052 | IoU: 0.3176 | Tversky: 0.4816 | Hausdorff: 267.4345 | HD95: 30.3134 | LR: 0.000125
2025-08-16 20:02:20 INFO Epoch 026 | Train Loss: 0.3518 | Val Loss: 0.5698 | Dice: 0.4796 | softDice: 0.4366 | clDice: 0.5246 | softclDice: 0.5075 | IoU: 0.3158 | Tversky: 0.4796 | Hausdorff: 289.1288 | HD95: 30.0485 | LR: 0.000125
2025-08-16 20:05:08 INFO Epoch 027 | Train Loss: 0.3490 | Val Loss: 0.5697 | Dice: 0.4760 | softDice: 0.4353 | clDice: 0.5200 | softclDice: 0.5098 | IoU: 0.3127 | Tversky: 0.4760 | Hausdorff: 290.3923 | HD95: 33.8865 | LR: 0.000125
2025-08-16 20:07:53 INFO Epoch 028 | Train Loss: 0.3479 | Val Loss: 0.5709 | Dice: 0.4777 | softDice: 0.4376 | clDice: 0.5234 | softclDice: 0.5061 | IoU: 0.3142 | Tversky: 0.4777 | Hausdorff: 305.1179 | HD95: 32.7220 | LR: 0.000125
